record_id,source_family,period,source_url,retrieved_at,page_sha256,release_at,release_timing_precision,headline_value,strict_point_in_time_status,article_status
pbc_m2_2024_05,pbc_m2,2024-05,https://www.pbc.gov.cn/diaochatongjisi/116219/116225/b59c04b2e581418f9109dcdff76de699/index.html,2026-09-04T13:10:26.959407+00:00,c0a4cda42f7d42b3e0cc0ee9ea0560c9eb02760d313a4e1529c987bb6719e63c,2024-06-14T09:01:00+00:00,minute,7.0,provisional_no_snapshot,ready
pbc_m2_2024_06,pbc_m2,2024-06,https://www.pbc.gov.cn/diaochatongjisi/116219/116225/25bd40fd26ae4b1488369f7df33ffc94/index.html,2026-09-04T13:10:27.214559+00:00,1eb7aa1eab315a47fd50b554aaddf00aba969ddca0c4ece042b5bc26ecff2858,2024-07-12T09:01:00+00:00,minute,6.2,provisional_no_snapshot,ready
pbc_m2_2024_07,pbc_m2,2024-07,https://www.pbc.gov.cn/diaochatongjisi/116219/116225/8980a8a6f1414f649d3443cc09352c2b/index.html,2026-09-04T13:10:27.389190+00:00,8658c76f6a2746ed12f3c570f5250bbabef62ba180ff042f336d3241f94be03b,2024-08-13T09:01:00+00:00,minute,6.3,provisional_no_snapshot,ready
pbc_m2_2024_08,pbc_m2,2024-08,https://www.pbc.gov.cn/diaochatongjisi/116219/116225/41425ee3179143a29c4656e31b6df3d8/index.html,2026-09-04T13:10:27.576074+00:00,6a73b31453129d53f6aedaa6fc11c78e856904665fa7f275367a9530d0ce30f8,2024-09-13T11:26:00+00:00,minute,6.3,provisional_no_snapshot,ready
pbc_m2_2024_09,pbc_m2,2024-09,https://www.pbc.gov.cn/diaochatongjisi/116219/116225/02a6abaaea894de8b591846e295826e6/index.html,2026-09-04T13:10:27.832116+00:00,56defe8d4373b64d43bb57b54ebce1ef7adc308cb07bd8d9953c3e0b1a7a1bc5,2024-10-14T09:00:50+00:00,minute,6.8,provisional_no_snapshot,ready
pbc_m2_2024_10,pbc_m2,2024-10,https://www.pbc.gov.cn/diaochatongjisi/116219/116225/6a9d1d8c3460445bb190bff0d58e4484/index.html,2026-09-04T13:10:28.022256+00:00,5beb398f6e37c20312003b6fb85f914d90c3a390d769e90e8161914d245c465a,2024-11-11T08:30:38+00:00,minute,7.5,provisional_no_snapshot,ready
pbc_m2_2024_11,pbc_m2,2024-11,https://www.pbc.gov.cn/diaochatongjisi/116219/116225/6bfd794fa2a0407d9a1dbddb6fa3f77f/index.html,2026-09-04T13:10:28.262990+00:00,5ef05d405e9a4e6af58c98389360912d0087e57d5cf1d1afa0fbfe013070a6ab,2024-12-13T11:00:38+00:00,minute,7.1,provisional_no_snapshot,ready
pbc_m2_2024_12,pbc_m2,2024-12,https://www.pbc.gov.cn/diaochatongjisi/116219/116225/5fb867cbec1b4772b8f6f98b5d0ede52/index.html,2026-09-04T13:10:28.463216+00:00,2e77920bd183a9099e0939cb011ac3d9a09924be1fdc06add914a18e258db264,2025-01-14T07:08:00+00:00,minute,7.3,provisional_no_snapshot,ready
pbc_m2_2025_01,pbc_m2,2025-01,,,,,,,provisional_no_snapshot,missing_source
pbc_m2_2025_02,pbc_m2,2025-02,https://www.pbc.gov.cn/diaochatongjisi/116219/116225/2025080618505068053/index.html,2026-09-04T13:10:28.787944+00:00,099bef22626630ef7b93129bc02d02119f5cf23423d1e5c8352b07d6e3c16e80,2025-03-14T09:00:31+00:00,minute,7.0,provisional_no_snapshot,ready
pbc_m2_2025_03,pbc_m2,2025-03,https://www.pbc.gov.cn/diaochatongjisi/116219/116225/2025080618505039987/index.html,2026-09-04T13:10:28.970157+00:00,6d3500a14c1602edcaace8469e0018485714a6c7931bbcbc53ff82c176b69f17,2025-04-13T09:00:26+00:00,minute,7.0,provisional_no_snapshot,ready
pbc_m2_2025_04,pbc_m2,2025-04,https://www.pbc.gov.cn/diaochatongjisi/116219/116225/2025080618505010475/index.html,2026-09-04T13:10:29.158307+00:00,54e2d8a768f0e9f16abf1e82ef8a5d3acbc3373434fa389a10a432913ab5fd98,2025-05-14T09:00:31+00:00,minute,8.0,provisional_no_snapshot,ready
pbc_m2_2025_05,pbc_m2,2025-05,https://www.pbc.gov.cn/diaochatongjisi/116219/116225/2025080618505081124/index.html,2026-09-04T13:10:29.422691+00:00,5f4a4e3ac36cae871ab683de3e067abd98d3640fbeadb24bcce60c74c39d5eed,2025-06-13T08:30:32+00:00,minute,7.9,provisional_no_snapshot,ready
pbc_m2_2025_06,pbc_m2,2025-06,https://www.pbc.gov.cn/diaochatongjisi/116219/116225/2025080618505071886/index.html,2026-09-04T13:10:29.608356+00:00,cf31e072f283a84717a8e63bdb22ef47a229e82d378e829d7bc13bc55481f96f,2025-07-14T07:00:34+00:00,minute,8.3,provisional_no_snapshot,ready
pbc_m2_2025_07,pbc_m2,2025-07,https://www.pbc.gov.cn/diaochatongjisi/116219/116225/2972dbe4d53540e5a9d0b5781c71480d/index.html,2026-09-04T13:10:29.836229+00:00,910cd3161aa2c0af086e00f820366878366269db4bee55a9064cb5fd8099f95b,2025-08-13T09:00:28+00:00,minute,8.8,provisional_no_snapshot,ready
pbc_m2_2025_08,pbc_m2,2025-08,https://www.pbc.gov.cn/diaochatongjisi/116219/116225/e3120f58ec724fe1811d9dadf67232d2/index.html,2026-09-04T13:10:30.004023+00:00,a3e044cb1cb5c2d4e548339b355449e7b0871eb8f3e87c150024a30fc3363482,2025-09-12T09:00:31+00:00,minute,8.8,provisional_no_snapshot,ready
pbc_m2_2025_09,pbc_m2,2025-09,https://www.pbc.gov.cn/diaochatongjisi/116219/116225/dded7449c74144a19171f582bec9ed36/index.html,2026-09-04T13:10:30.146509+00:00,b3c5ecfe4fb6599279e3401b3ce0ef25dc5745a8f77cff7e84c9a14e1a4cd157,2025-10-15T09:00:03+00:00,minute,8.4,provisional_no_snapshot,ready
pbc_m2_2025_10,pbc_m2,2025-10,https://www.pbc.gov.cn/diaochatongjisi/116219/116225/f294561578884c22878d115780ba7c08/index.html,2026-09-04T13:10:30.361053+00:00,72d75cc14f8c6e7649d2deaec386b6b8252aeb8232a0e3586cdcffc365b3778a,2025-11-13T09:00:19+00:00,minute,8.2,provisional_no_snapshot,ready
pbc_m2_2025_11,pbc_m2,2025-11,https://www.pbc.gov.cn/diaochatongjisi/116219/116225/2025121217132789688/index.html,2026-09-04T13:10:30.552713+00:00,86dac86009ce1615c6cec1293dbf036603fbd6fdf0f52417e1fb9fcb0902089f,2025-12-12T09:00:01+00:00,minute,8.0,provisional_no_snapshot,ready
pbc_m2_2025_12,pbc_m2,2025-12,https://www.pbc.gov.cn/diaochatongjisi/116219/116225/2026011515015720511/index.html,2026-09-04T13:10:30.742288+00:00,47761677bcf626cfe3ab7ab444940e9c0bdcb4326621edfe7e4e54192ee0bb33,2026-01-15T06:59:40+00:00,minute,8.5,provisional_no_snapshot,ready
